Course,Unique,"When I work in a group, I do higher quality work.","When I work in a group, I end up doing most of the work.",The work takes more time to complete when I work with other students.,My group members help explain things that I do not understand.,"When I work in a group, I am able to share my ideas.",My group members make me feel that I am not as smart as they are.,The material is easier to understand when I work with other students.,The workload is usually less when I work with other students.,My group members respect my opinions.,I feel I am part of what is going on in the group.,I prefer when one student regularly takes on a leadership role.,I prefer when the leadership role rotates between students.,I do not think a group grade is fair.,I try to make sure my group members learn the material.,I learn to work with students who are different from me.,My group members do not care about my feelings.,I let the other students do most of the work.,I feel working in groups is a waste of time.,I have to work with students who are not as smart as I am.,When I work with other students the work is divided equally.,We cannot complete the assignment unless everyone contributes.,I prefer to take on tasks that I’m already good at.,I prefer to take on tasks that will help me better learn the material.,I also learn when I teach the material to my group members.,I become frustrated when my group members do not understand the material.,Everyone’s ideas are needed if we are going to be successful.,"When I work with other students, we spend too much time talking about other things.",My group did higher quality work when my group members worked on tasks together.,My group did higher quality work when group members worked on different tasks at the same time.,"You have a certain amount of physics intelligence, and you can’t really do much to change it.",Your physics intelligence is something about you that you can change.,"You can learn new things, but you can’t really change your basic physics intelligence.",Gender,Gender - Text,Raceethnicity,Raceethnicity - Text,Native,Asian,Asian - Text,Black,Black - Text,Latino,Latino - Text,MiddleEast,MiddleEast - Text,Pacific,Pacific - Text,White,White - Text,Education,Education - Text,Intervention Number,Intervention
PHY105M,56915,0.0,0.5,-1.0,1.0,0.0,-1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.5,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",pakistani,,,,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105M,56915,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.5,1.0,0.5,0.5,1.0,-1.0,1.0,0.5,0.5,0.0,0.6,0.6,0.6,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,,,,,,,Some college but no degree,,2.0,Collaborative Comparison
PHY105M,56915,1.0,0.0,0.5,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.0,0.0,-1.0,0.5,1.0,-1.0,0.5,-1.0,0.0,0.5,0.5,0.5,0.0,0.5,-1.0,1.0,-1.0,0.0,0.0,0.2,-0.2,0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56915,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.6,1.0,0.6,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56915,0.0,0.5,0.5,0.5,1.0,-1.0,0.5,1.0,0.5,0.5,-1.0,0.0,0.5,0.0,0.5,0.5,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.0,-1.0,0.5,0.5,0.0,0.5,0.2,0.6,0.6,Female,,White,,,,,,,,,,,,,"Irish,English,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Czech,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56915,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,Male,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56915,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,-1.0,0.5,-1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.2,-0.2,0.2,Female,,Asian,,,Chinese,,,,,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105M,56915,1.0,0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,Female,,"Asian,Hispanic, Latino, or Spanish",,,Filipino,,,,Mexican or Mexican American,,,,,,,,Associate's or technical degree,,2.0,Collaborative Comparison
PHY105M,56930,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.2,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Associate's or technical degree,,2.0,Collaborative Comparison
PHY105M,56930,0.0,0.5,0.5,1.0,0.5,-1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,Female,,White,,,,,,,,,,,,,"German,English",,Associate's or technical degree,,2.0,Collaborative Comparison
PHY105M,56930,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,-1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.2,0.6,0.6,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Taiwanese,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56930,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105M,56930,0.5,0.0,0.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,-1.0,0.5,-1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.2,-0.2,-0.2,Male,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56930,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.2,0.6,0.6,Male,,"Middle Eastern or North African,White",,,,,,,,,"Some other Middle Eastern or North African race or ethnicity
Print, for example, Algerian, Iraqi, Kurdish, etc.</spa",Turkish,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Bulgaria,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56930,0.0,0.0,0.0,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.6,0.6,0.2,Female,,"Asian,White",,,Filipino,,,,,,,,,,Polish,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56930,0.5,-1.0,-1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,-1.0,-1.0,1.0,1.0,0.5,0.0,1.0,-1.0,1.0,-1.0,0.0,0.5,1.0,1.0,0.6,Male,,White,,,,,,,,,,,,,English,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.2,0.2,0.2,Female,,Black or African American,,,,,African American,,,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105N,57180,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.6,0.6,0.6,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105N,57180,0.5,0.0,0.0,1.0,1.0,-1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,-1.0,0.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105N,57180,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.6,0.6,0.6,Non-binary,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Associate's or technical degree,,0.0,Control
PHY105N,57180,0.0,1.0,0.0,0.0,0.5,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,-1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,-1.0,0.0,0.0,0.6,0.6,0.2,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Bachelor’s degree,,0.0,Control
PHY105N,57180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2,Male,,White,,,,,,,,,,,,,Italian,,Bachelor’s degree,,0.0,Control
PHY105N,57180,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,Female,,"Asian,White",,,Asian Indian,,,,,,,,,,"German,English",,Master’s degree or above,,0.0,Control
PHY105N,57180,0.5,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.0,-1.0,0.5,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,-0.6,-0.6,-0.6,Male,,"Middle Eastern or North African,White",,,,,,,,,Syrian,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",,Bachelor’s degree,,0.0,Control
PHY105N,57180,0.5,1.0,0.0,0.5,0.5,-1.0,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.0,0.5,-1.0,-1.0,-1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,-0.2,0.2,-0.2,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105N,57180,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.0,0.0,-1.0,0.0,0.5,-1.0,-1.0,0.5,-1.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,-1.0,0.5,0.0,1.0,-0.6,0.6,Female,,"Native Hawaiian or Other Pacific Islander,White",,,,,,,,,,,"Some other Native Hawaiian or Other Pacific Islander race or ethnicity
Print, for example, Palauan, Tahitian, Chuukese, etc.</spa",NZ,"English,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",AUS,Bachelor’s degree,,0.0,Control
PHY105N,57180,0.5,0.0,-1.0,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,0.5,-1.0,1.0,0.5,-1.0,0.0,-1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,-1.0,1.0,0.0,1.0,1.0,1.0,Male,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105N,57180,1.0,0.0,0.0,0.5,0.0,-1.0,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,-1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.6,0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,,0.0,Control
PHY105N,57180,0.0,-1.0,-1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,-1.0,-1.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.5,0.5,0.2,1.0,-1.0,Female,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Guatemalan ,,,,,,,High school,,0.0,Control
PHY105N,57180,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,-1.0,1.0,1.0,0.0,1.0,0.5,-1.0,1.0,-1.0,0.2,0.2,0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Puerto Rican,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,56860,1.0,0.0,0.5,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,-0.2,0.2,-0.2,Male,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,Irish,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56860,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,-1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,-1.0,0.5,0.0,0.6,0.2,0.6,Female,,White,,,,,,,,,,,,,English,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56860,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.5,0.0,0.0,0.5,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.0,0.5,-1.0,0.5,0.0,0.6,-0.6,0.6,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Jewish ,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56860,0.5,0.5,-1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,0.5,1.0,0.5,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,"German,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56860,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,-1.0,0.0,0.5,1.0,1.0,1.0,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,,2.0,Collaborative Comparison
PHY105M,56860,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.6,0.6,0.6,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56860,0.5,0.0,0.5,1.0,0.5,-1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,-1.0,0.5,0.5,-1.0,0.5,1.0,0.5,0.0,0.5,-1.0,1.0,0.5,0.5,0.5,0.6,0.2,0.6,Female,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,English,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56860,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,-1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.6,0.6,1.0,Female,,Asian,,,Korean,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56860,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,-0.2,0.2,0.2,Male,,Asian,,,Vietnamese,,,,,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105M,56860,0.5,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,-1.0,-1.0,0.5,-1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,Female,,Black or African American,,,,,African American,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56860,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,-0.2,Female,,"Asian,Hispanic, Latino, or Spanish",,,Japanese,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56860,0.0,0.5,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,-1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105M,56860,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.6,0.2,0.2,Male,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56860,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,-1.0,0.5,-1.0,-1.0,0.5,0.5,0.5,0.0,0.5,-1.0,0.5,0.5,0.5,0.5,-0.2,-0.2,-0.2,Male,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Kazakhstani,,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56910,1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.5,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.5,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
PHY105M,56910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105M,56910,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,-1.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
PHY105M,56910,0.0,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.0,-1.0,-1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,-0.2,0.2,-0.2,Female,,White,,,,,,,,,,,,,Italian,,Bachelor’s degree,,1.0,Partner Agreements
PHY105M,56910,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,-1.0,0.5,0.0,0.5,0.5,-1.0,0.5,-1.0,-1.0,0.5,0.5,0.5,0.0,1.0,-1.0,1.0,0.5,0.5,0.5,0.6,0.6,0.6,Female,,Asian,,,Filipino,,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105M,56910,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,-1.0,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,"German,Italian",,Master’s degree or above,,1.0,Partner Agreements
PHY105M,56910,0.5,0.5,-1.0,1.0,1.0,-1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,-1.0,0.0,-1.0,-1.0,0.5,-1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,-0.2,0.2,-0.2,Female,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,Polish,,High school,,1.0,Partner Agreements
PHY105M,56910,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,-1.0,0.5,0.5,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.6,0.6,0.6,Female,,Black or African American,,,,,"Some other Black or African American race or ethnicity
Print, for example, Ghanaian, South African, Barbadian, etc.",Eritrean,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105M,56910,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.2,-0.2,-0.2,Female,,"Middle Eastern or North African,White",,,,,,,,,Iranian,,,,"German,Irish",,Bachelor’s degree,,1.0,Partner Agreements
PHY105M,56910,0.0,-1.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,-1.0,-1.0,-1.0,0.5,1.0,1.0,0.5,1.0,0.5,-1.0,1.0,0.0,0.0,1.0,1.0,0.6,1.0,Female,,White,,,,,,,,,,,,,"German,English",,Master’s degree or above,,1.0,Partner Agreements
PHY105M,56910,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,-1.0,0.5,1.0,0.5,-1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,-0.2,0.2,-0.2,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",American ,Master’s degree or above,,1.0,Partner Agreements
PHY105M,56910,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,-1.0,0.0,-1.0,-1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.6,1.0,Female,,Asian,,,Filipino,,,,,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
PHY105M,56910,0.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,-1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,1.0,-1.0,0.5,-1.0,0.5,0.5,0.6,0.6,0.6,Female,,Asian,,,Filipino,,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105M,56910,0.5,0.5,0.5,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Laos,,,,,,,,,,,Associate's or technical degree,,1.0,Partner Agreements
PHY105M,56910,0.5,0.0,0.5,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,0.5,-1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,-0.2,0.2,-0.2,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa","Norwegian, Russian",Master’s degree or above,,1.0,Partner Agreements
PHY105M,56910,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,-1.0,-1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.2,1.0,Male,,Middle Eastern or North African,,,,,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105M,56910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,Male,,Asian,,,Asian Indian,,,,,,,,,,,,High school,,1.0,Partner Agreements
PHY105M,56910,0.5,0.0,0.5,0.5,1.0,-1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,-1.0,0.0,0.0,1.0,1.0,1.0,Female,,White,,,,,,,,,,,,,"German,English,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Hungarian & Armenian,Master’s degree or above,,1.0,Partner Agreements
