,"When I work in a group, I do higher quality work.","When I work in a group, I end up doing most of the work.",The work takes more time to complete when I work with other students.,My group members help explain things that I do not understand.,"When I work in a group, I am able to share my ideas.",My group members make me feel that I am not as smart as they are.,The material is easier to understand when I work with other students.,The workload is usually less when I work with other students.,My group members respect my opinions.,I feel I am part of what is going on in the group.,I prefer when one student regularly takes on a leadership role.,I prefer when the leadership role rotates between students.,I do not think a group grade is fair.,I try to make sure my group members learn the material.,I learn to work with students who are different from me.,My group members do not care about my feelings.,I let the other students do most of the work.,I feel working in groups is a waste of time.,I have to work with students who are not as smart as I am.,When I work with other students the work is divided equally.,We cannot complete the assignment unless everyone contributes.,I prefer to take on tasks that I’m already good at.,I prefer to take on tasks that will help me better learn the material.,I also learn when I teach the material to my group members.,I become frustrated when my group members do not understand the material.,Everyone’s ideas are needed if we are going to be successful.,"When I work with other students, we spend too much time talking about other things.",My group did higher quality work when my group members worked on tasks together.,My group did higher quality work when group members worked on different tasks at the same time.,"You have a certain amount of physics intelligence, and you can’t really do much to change it.",Your physics intelligence is something about you that you can change.,"You can learn new things, but you can’t really change your basic physics intelligence."
204,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,-0.2,-0.2,0.2
205,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,-1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.2,0.6,0.2
206,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.2,0.2,0.2
207,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.6,0.6,0.6
208,0.5,0.5,0.5,0.5,0.5,-1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,-1.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,0.5,-1.0,0.0,0.5,0.6,1.0,1.0
209,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,-0.2,0.2,0.2
210,0.5,0.5,-1.0,1.0,1.0,-1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,-1.0,0.5,-1.0,-1.0,0.0,0.5,1.0,0.5,1.0,-1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0
211,0.5,0.5,0.0,0.5,0.5,-1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,-0.6,0.6
212,0.5,0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,1.0,-1.0,1.0,-1.0,0.5,1.0,1.0,-1.0,1.0
213,0.5,0.0,0.5,0.5,1.0,-1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.5,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0
214,0.0,0.5,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,-1.0,1.0,-1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0
215,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.2
216,0.5,1.0,1.0,1.0,1.0,0.5,0.5,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,0.5,0.5,-1.0,0.5,1.0,0.5,1.0,0.5,1.0,-1.0,0.5,1.0,0.6,0.6,0.6
217,0.5,0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.5,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
218,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.2,0.2,0.2
219,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.6,0.6,0.2
220,0.5,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.2,-0.2,0.2
221,0.5,0.5,1.0,0.0,0.5,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,-1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,-1.0,1.0,-1.0,1.0,0.5,1.0,1.0,1.0
222,0.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,-1.0,-1.0,-1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.2,0.6,0.6
223,0.5,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6
224,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.2
225,0.0,1.0,0.5,0.0,0.5,-1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,-1.0,1.0
226,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,-1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,-1.0,1.0,0.5,0.6,0.6,0.6
227,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.2,0.2,0.2
228,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.6,0.6,0.6
229,0.0,1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.5,0.5,-1.0,-1.0,-1.0,0.6,1.0,0.6
230,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,-1.0,-1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.2,0.2,-0.2
231,0.5,0.0,0.5,0.5,0.0,-1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,-1.0,1.0,1.0,1.0,1.0
232,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.6,0.6,-0.2
233,0.5,0.0,0.0,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0
234,1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.5,1.0,0.0,0.5,-1.0,-1.0,1.0,1.0,1.0,0.5,0.5,-1.0,1.0,-1.0,0.5,1.0,1.0,1.0,1.0
235,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,-1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.6,0.2,0.6
236,1.0,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,-1.0,-1.0,-1.0,0.5,0.5,1.0,0.5,1.0,1.0,-1.0,1.0,-1.0,0.5,1.0,1.0,1.0,1.0
237,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,-1.0,-1.0,0.0,0.5,0.5,-1.0,0.5,0.0,0.5,0.0,0.5,-1.0,0.0,1.0,0.6,0.6,1.0
238,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,-1.0,1.0,1.0,0.5,0.5,1.0,-1.0,0.5,-1.0,1.0,1.0,1.0,0.6,1.0
239,0.0,0.5,-1.0,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,0.5,-1.0,1.0,0.5,0.5,0.0,-1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,-1.0,0.5,0.0,0.6,0.6,0.6
240,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,-1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.2,0.6,-0.2
241,1.0,-1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,-1.0,-1.0,-1.0,-1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.2,0.2,0.6
242,0.5,0.0,0.5,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,-1.0,0.5,0.5,1.0,1.0,1.0
243,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,0.5,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
244,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.2,0.2,0.6
245,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2
246,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,-1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.2,0.2,0.2
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2
248,0.5,0.5,0.0,0.5,0.5,-1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,-1.0,0.0,1.0,1.0,0.6,0.2
249,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.2,0.6,0.2
250,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.6
252,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,-0.6,1.0,-0.6
253,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,-1.0,-1.0,-1.0,-1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0
254,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.6
255,1.0,0.5,-1.0,1.0,1.0,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,0.5,1.0,1.0,-1.0,1.0,-1.0,1.0,0.5,0.6,0.6,1.0
256,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.5,-1.0,-1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,-1.0,1.0
257,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.5,-1.0,-1.0,-1.0,-1.0,1.0,0.5,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0
258,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,-1.0,0.0,0.5,-1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,-1.0,0.5,0.0,0.6,0.6,0.6
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2
260,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,-0.2,0.2,-0.2
261,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,-1.0,0.5,1.0,1.0,0.6,0.6
262,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6
263,0.5,0.5,0.5,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.6,0.6,0.6
264,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.0,0.0,0.0,-1.0,-1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.0,0.6,0.6,0.6
265,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,1.0,1.0,0.5,0.5,1.0,-1.0,1.0,1.0,1.0,0.6,1.0
266,0.0,1.0,-1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,-1.0,0.5,0.0,1.0,0.5,0.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.5,1.0,1.0,1.0
267,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,-1.0,0.0,0.5,-1.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.6,0.6,0.6
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,-0.2,0.2
269,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.6,0.6,0.2
270,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.2,0.2,0.6
271,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.6,0.6,0.6
272,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,0.0,-1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.2,0.2,0.2
273,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,-1.0,1.0,-1.0,0.0,0.5,0.6,-1.0,0.6
274,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-0.6,-0.2
275,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.6,0.6,0.6
276,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.5,-1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.2
277,1.0,0.5,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.5,0.5,-1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,0.5,1.0,0.5,1.0,1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0
278,1.0,1.0,0.5,1.0,1.0,-1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,-1.0,-1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.5,-1.0,1.0,1.0,0.6,0.6,0.6
279,1.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.6,0.6,0.6
280,0.5,1.0,1.0,0.5,1.0,-1.0,0.5,-1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,-1.0,-1.0,0.5,0.5,-1.0,0.5,1.0,0.5,0.5,0.5,0.5,-1.0,0.5,1.0,1.0,1.0,1.0
281,0.0,-1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,-1.0,0.5,0.5,-1.0,0.5,1.0,1.0,0.0,0.5,-1.0,1.0,0.5,0.5,0.5,0.6,0.2,1.0
282,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6
283,0.0,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,-1.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.6,0.6,0.6
284,-1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.6,0.2
285,0.0,0.5,-1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,-1.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,-1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.6,0.6,0.6
286,0.5,-1.0,0.5,1.0,0.5,-1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,1.0
287,0.5,0.5,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,-1.0,0.2,0.2,0.2
288,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0
289,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.6
290,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,-1.0,-1.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.6,0.6,0.6
291,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,-1.0,0.5,0.5,-1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,-1.0,0.5,1.0,0.2,0.6,0.6
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.2,0.2,-0.2
293,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,-1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.6,0.6,0.6
294,0.0,1.0,0.5,0.0,1.0,0.5,0.5,-1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,-1.0,0.5,-1.0,-1.0,-1.0,0.5,0.5,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.2,-0.2,-0.6
295,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,-1.0,1.0,-1.0,0.5,1.0,0.6,0.6,0.6
296,0.5,0.5,-1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,-1.0,-1.0,0.0,0.5,0.0,0.0,0.5,0.5,-1.0,1.0,0.5,1.0,0.0,0.6,0.6,0.2
297,0.0,0.0,0.0,0.0,0.0,-1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.2,0.2,-0.2
298,0.5,0.0,1.0,1.0,0.0,-1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.0,-1.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.5,-0.2,0.2,-0.2
299,0.5,1.0,1.0,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,-1.0,0.0,0.5,0.5,-1.0,0.0,0.5,0.5,-1.0,0.5,-1.0,0.5,0.5,0.2,0.2,0.2
300,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.5,0.5,1.0,-1.0,-1.0,-1.0,0.5,1.0,0.5,1.0,0.5,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
301,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.2,0.2,0.2
302,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.5,-1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0
303,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.2,0.2,0.2
304,1.0,-1.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,-1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,-1.0,1.0,0.5,0.6,0.6,0.2
