StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.2,Q2.3,Q2.4,Q2.6,Q2.7,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q8.2,Q8.3,Q8.4,Q9.2,Q9.2_4_TEXT,Q9.3,Q9.3_7_TEXT,Q9.3a,Q9.3b,Q9.3b_10_TEXT,Q9.3c,Q9.3c_10_TEXT,Q9.3d,Q9.3d_10_TEXT,Q9.3e,Q9.3e_10_TEXT,Q9.3f,Q9.3f_10_TEXT,Q9.3g,Q9.3g_10_TEXT,Q9.4,Q9.4_4_TEXT
12/7/2022 9:50,12/7/2022 9:54,IP Address,100,245,TRUE,12/7/2022 9:54,R_1eWeXIUerqa2LCz,anonymous,EN,PHY105M,56865,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,,Strongly disagree,Strongly agree,Somewhat disagree,,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
12/7/2022 9:51,12/7/2022 9:54,IP Address,100,174,TRUE,12/7/2022 9:54,R_3QKuGL1C5deZTxZ,anonymous,EN,PHY105N,57165,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Bachelor’s degree,
12/7/2022 10:06,12/7/2022 10:11,IP Address,100,327,TRUE,12/7/2022 10:11,R_2TtJIueDpM7KXc2,anonymous,EN,PHY105M,56810,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,Strongly disagree,Somewhat agree,Neither agree nor disagree,,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Disagree,Agree,Somewhat disagree,Male,,"Asian,White",,,Chinese,,,,,,,,,,English,,Bachelor’s degree,
12/7/2022 10:16,12/7/2022 10:21,IP Address,100,312,TRUE,12/7/2022 10:21,R_2BgNICFdUcSYdaA,anonymous,EN,PHY105N,57160,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",indian,,,,,,,,,,,Bachelor’s degree,
12/7/2022 10:19,12/7/2022 10:28,IP Address,100,517,TRUE,12/7/2022 10:28,R_1lgTLDx9pkMsSRB,anonymous,EN,PHY105M,56870,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,Strongly disagree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Male,,White,,,,,,,,,,,,,"English,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Jewish,Master’s degree or above,
12/7/2022 10:38,12/7/2022 10:42,IP Address,100,221,TRUE,12/7/2022 10:42,R_2DYSqGEgeVbczFG,anonymous,EN,PHY105N,57055,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,
12/7/2022 10:31,12/7/2022 10:42,IP Address,100,632,TRUE,12/7/2022 10:42,R_tX7bgIGqJl22Qx3,anonymous,EN,PHY105M,56890,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,,Strongly agree,Strongly agree,,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Agree,Somewhat disagree,Female,,White,,,,,,,,,,,,,Italian,,Master’s degree or above,
12/7/2022 10:49,12/7/2022 10:52,IP Address,100,178,TRUE,12/7/2022 10:52,R_2UbKdVgQ4dzu6fr,anonymous,EN,PHY105M,56895,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,,Somewhat agree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Disagree,Agree,Strongly disagree,Male,,White,,,,,,,,,,,,,English,,Bachelor’s degree,
12/7/2022 10:59,12/7/2022 11:03,IP Address,100,273,TRUE,12/7/2022 11:03,R_2CxBMMOwVLRWJbT,anonymous,EN,PHY105M,56835,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Taiwanese,,,,,,,,,,,High school,
12/7/2022 11:01,12/7/2022 11:08,IP Address,100,431,TRUE,12/7/2022 11:08,R_3f0ck21BOwgVY9H,anonymous,EN,PHY105M,56870,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Disagree,Prefer not to disclose,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
12/7/2022 11:05,12/7/2022 11:10,IP Address,100,299,TRUE,12/7/2022 11:10,R_2WTlhTFFqCFA4JO,anonymous,EN,PHY105N,57125,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,Strongly disagree,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,"White,Prefer not to disclose",,,,,,,,,,,,,,,Master’s degree or above,
12/7/2022 11:02,12/7/2022 11:14,IP Address,100,732,TRUE,12/7/2022 11:14,R_2TBFJVaLMAziwnL,anonymous,EN,PHY105M,57021,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Disagree,Female,,White,,,,,,,,,,,,,"German,Irish",,Some college but no degree,
12/7/2022 11:12,12/7/2022 11:20,IP Address,100,466,TRUE,12/7/2022 11:20,R_yJF7MZWLRcO4W9H,anonymous,EN,PHY105M,57005,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,Somewhat agree,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Agree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Other,Middle School
12/7/2022 11:24,12/7/2022 11:27,IP Address,100,210,TRUE,12/7/2022 11:27,R_2ByONcwVIuqRci0,anonymous,EN,PHY105M,56910,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Female,,Asian,,,Filipino,,,,,,,,,,,,Bachelor’s degree,
12/7/2022 11:25,12/7/2022 11:32,IP Address,100,387,TRUE,12/7/2022 11:32,R_OO1Sb2aELK9Qyt3,anonymous,EN,PHY105M,57023,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,,Strongly disagree,Strongly agree,,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Non-binary,,White,,,,,,,,,,,,,"English,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Swedish,Bachelor’s degree,
12/7/2022 11:39,12/7/2022 11:43,IP Address,100,213,TRUE,12/7/2022 11:43,R_32Q0Y7emMOIDVR0,anonymous,EN,PHY105N,57105,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,Neither agree nor disagree,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,,,,,,,High school,
11/30/2022 11:49,11/30/2022 11:50,IP Address,2,22,FALSE,12/7/2022 11:50,R_1mD8gKNnVOwGb4O,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2022 12:07,11/30/2022 12:07,IP Address,2,4,FALSE,12/7/2022 12:07,R_0CFGLDbaIPs0LPb,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2022 12:12,12/7/2022 12:15,IP Address,100,202,TRUE,12/7/2022 12:15,R_r6iw4OJjnDXy1z3,anonymous,EN,PHY105N,57035,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
12/7/2022 11:54,12/7/2022 12:17,IP Address,100,1378,TRUE,12/7/2022 12:17,R_2Qm4NcwvgtldAJm,anonymous,EN,PHY105N,57155,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Male,,White,,,,,,,,,,,,,English,,Master’s degree or above,
12/7/2022 12:17,12/7/2022 12:25,IP Address,100,491,TRUE,12/7/2022 12:25,R_3mkQUetHSGlvNos,anonymous,EN,PHY105M,57005,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,,Strongly disagree,Strongly agree,Somewhat agree,,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,Asian,,,"Filipino,Vietnamese",,,,,,,,,,,,Master’s degree or above,
12/7/2022 12:26,12/7/2022 12:33,IP Address,100,395,TRUE,12/7/2022 12:33,R_6EF1xDoXQqKQR4R,anonymous,EN,PHY105N,57190,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Agree,Disagree,Female,,"Hispanic, Latino, or Spanish,White",,,,,,,"Mexican or Mexican American,Puerto Rican,Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Spanish,,,,,,,Bachelor’s degree,
11/29/2022 12:00,11/30/2022 12:34,IP Address,2,88438,FALSE,12/7/2022 12:34,R_2xJlg80XmMwsjZX,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2022 12:33,12/7/2022 12:38,IP Address,100,246,TRUE,12/7/2022 12:38,R_PSeBJsStPKodTxf,anonymous,EN,PHY105N,57035,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Strongly agree,Somewhat agree,,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Agree,Strongly disagree,Female,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,Irish,,Master’s degree or above,
12/7/2022 12:33,12/7/2022 12:39,IP Address,100,377,TRUE,12/7/2022 12:39,R_3nq18inFtzoCr1z,anonymous,EN,PHY105N,57175,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Disagree,Female,,White,,,,,,,,,,,,,"English,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",welsh,Master’s degree or above,
12/7/2022 12:37,12/7/2022 12:41,IP Address,100,216,TRUE,12/7/2022 12:41,R_3noQnjh9cFCzPlk,anonymous,EN,PHY105N,57155,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,,Strongly agree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Female,,"American Indian or Alaska Native,Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Peruvian,,,,,,,Master’s degree or above,
12/7/2022 12:42,12/7/2022 12:46,IP Address,100,223,TRUE,12/7/2022 12:46,R_3lQY2HXeHziTS2U,anonymous,EN,PHY105N,57155,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat disagree,Somewhat agree,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Disagree,Female,,White,,,,,,,,,,,,,"German,English",,Bachelor’s degree,
12/7/2022 12:42,12/7/2022 12:46,IP Address,100,250,TRUE,12/7/2022 12:46,R_3qCmGkpuglZVPR0,anonymous,EN,PHY105M,56890,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Strongly agree,Strongly agree,,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
12/7/2022 12:53,12/7/2022 12:57,IP Address,100,193,TRUE,12/7/2022 12:57,R_2c5SXNJzbce1pjO,anonymous,EN,PHY105M,56970,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Female,,White,,,,,,,,,,,,,German,,Master’s degree or above,
12/7/2022 12:54,12/7/2022 12:58,IP Address,100,202,TRUE,12/7/2022 12:58,R_3HoViA7OFdm7X3w,anonymous,EN,PHY105M,56835,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Strongly disagree,Strongly agree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Disagree,Female,,Prefer not to disclose,,,,,,,,,,,,,,,Master’s degree or above,
12/7/2022 13:00,12/7/2022 13:04,IP Address,100,212,TRUE,12/7/2022 13:04,R_1QzMSRR60S8utbI,anonymous,EN,PHY105M,57026,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,,Somewhat disagree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Male,,White,,,,,,,,,,,,,"Irish,Polish",,Master’s degree or above,
11/30/2022 13:04,11/30/2022 13:04,IP Address,2,11,FALSE,12/7/2022 13:04,R_2ea1G0pQNbYNXPv,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2022 13:06,12/7/2022 13:12,IP Address,100,351,TRUE,12/7/2022 13:12,R_2fj6Y7C4NqaFg06,anonymous,EN,PHY105N,57055,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,,Somewhat agree,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,"English,French,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Cajun,Master’s degree or above,
12/7/2022 13:11,12/7/2022 13:14,IP Address,100,139,TRUE,12/7/2022 13:14,R_3Jyoen9VtxnKjIY,anonymous,EN,PHY105M,57160,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Disagree,Somewhat disagree,Somewhat agree,Male,,White,,,,,,,,,,,,,Italian,,Master’s degree or above,
12/7/2022 13:17,12/7/2022 13:22,IP Address,100,316,TRUE,12/7/2022 13:22,R_3oOaZAjEG5zUUru,anonymous,EN,PHY105N,57175,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Black or African American,,,,,African American,,,,,,,,,,Some college but no degree,
12/7/2022 13:20,12/7/2022 13:26,IP Address,100,371,TRUE,12/7/2022 13:26,R_1inBwLZPqqlCWfj,anonymous,EN,PHY105N,57105,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,,Strongly disagree,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Female,,Asian,,,Chinese,,,,,,,,,,,,Bachelor’s degree,
