StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.2,Q2.3,Q2.4,Q2.6,Q2.7,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q8.2,Q8.3,Q8.4,Q9.2,Q9.2_4_TEXT,Q9.3,Q9.3_7_TEXT,Q9.3a,Q9.3b,Q9.3b_10_TEXT,Q9.3c,Q9.3c_10_TEXT,Q9.3d,Q9.3d_10_TEXT,Q9.3e,Q9.3e_10_TEXT,Q9.3f,Q9.3f_10_TEXT,Q9.3g,Q9.3g_10_TEXT,Q9.4,Q9.4_4_TEXT
2022-12-06 16:16:17,2022-12-06 16:19:56,IP Address,100,219,True,2022-12-06 16:19:57,R_OlpesVyvdgFdsSl,anonymous,EN,PHY105M,56950,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,,Strongly disagree,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Male,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
2022-12-06 16:23:54,2022-12-06 16:29:33,IP Address,100,339,True,2022-12-06 16:29:34,R_1obTvrHPArt0g37,anonymous,EN,PHY105M,57020,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Somewhat agree,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-12-06 16:34:46,2022-12-06 16:38:15,IP Address,100,209,True,2022-12-06 16:38:16,R_3htrNjRBgT3kYuW,anonymous,EN,PHY105M,56915,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",pakistani,,,,,,,,,,,High school,
2022-12-06 16:35:55,2022-12-06 16:41:52,IP Address,100,357,True,2022-12-06 16:41:53,R_1l5cSrJMT33kJqi,anonymous,EN,PHY105N,57035,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,Strongly disagree,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,,Black or African American,,,,,Nigerian,,,,,,,,,,Bachelor’s degree,
2022-12-04 12:56:42,2022-12-06 16:42:00,IP Address,100,186318,True,2022-12-06 16:42:01,R_3IRl8FbQPEJ1mso,anonymous,EN,PHY105N,57045,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,,Somewhat agree,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Male,,White,,,,,,,,,,,,,English,,Bachelor’s degree,
2022-12-06 16:36:26,2022-12-06 16:43:33,IP Address,100,427,True,2022-12-06 16:43:34,R_24HF4QmK16dqjwi,anonymous,EN,PHY105M,57021,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Strongly disagree,Strongly agree,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
2022-12-06 16:34:04,2022-12-06 16:43:48,IP Address,100,583,True,2022-12-06 16:43:49,R_3M3QrKaDkABvZMd,anonymous,EN,PHY105M,57023,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Male,,Asian,,,Filipino,,,,,,,,,,,,High school,
2022-12-06 16:39:10,2022-12-06 16:54:34,IP Address,100,923,True,2022-12-06 16:54:34,R_3oGiQKyPWwTbmCA,anonymous,EN,PHY105M,57022,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,,Strongly agree,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Female,,Asian,,,Korean,,,,,,,,,,,,Master’s degree or above,
2022-12-06 16:50:34,2022-12-06 17:00:52,IP Address,100,617,True,2022-12-06 17:00:53,R_2ZVxHVElDR5GitI,anonymous,EN,PHY105M,56820,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Female,,Black or African American,,,,,Nigerian,,,,,,,,,,Bachelor’s degree,
2022-12-06 17:02:24,2022-12-06 17:05:19,IP Address,100,175,True,2022-12-06 17:05:20,R_XyKP2Ui3ztVESUF,anonymous,EN,PHY105M,56825,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly agree,,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
2022-11-29 17:07:30,2022-11-29 17:07:42,IP Address,2,11,False,2022-12-06 17:07:45,R_0Nxh1fSzQP9SEVj,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-06 17:02:30,2022-12-06 17:10:44,IP Address,100,494,True,2022-12-06 17:10:45,R_3kt9QxGBcSuz4LN,anonymous,EN,PHY105M,56905,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Strongly agree,Neither agree nor disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,White,,,,,,,,,,,,,Italian,,Bachelor’s degree,
2022-12-06 17:08:43,2022-12-06 17:25:54,IP Address,100,1031,True,2022-12-06 17:25:55,R_z69NOGLiMJXpL21,anonymous,EN,PHY105N,57185,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Somewhat agree,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-12-06 17:27:34,2022-12-06 17:30:12,IP Address,100,158,True,2022-12-06 17:30:13,R_ULN2GC2e0CQXfrj,anonymous,EN,PHY105N,57070,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,
2022-12-06 17:13:49,2022-12-06 17:31:00,IP Address,100,1031,True,2022-12-06 17:31:01,R_1KrQgl17cmI1nlE,anonymous,EN,PHY105M,56880,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,White,,,,,,,,,,,,,English,,Bachelor’s degree,
2022-12-06 17:28:33,2022-12-06 17:36:26,IP Address,100,473,True,2022-12-06 17:36:27,R_2e2QJTqKjYnjjr3,anonymous,EN,PHY105N,57135,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,,Strongly disagree,Strongly agree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,White,,,,,,,,,,,,,"German,English,Italian",,Master’s degree or above,
2022-12-06 17:28:57,2022-12-06 17:40:16,IP Address,100,679,True,2022-12-06 17:40:17,R_3ezecyfTAVuw7qo,anonymous,EN,PHY105M,57000,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Somewhat agree,Somewhat agree,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,,White,,,,,,,,,,,,,"German,English",,Some college but no degree,
2022-12-06 17:38:00,2022-12-06 17:41:30,IP Address,100,209,True,2022-12-06 17:41:30,R_3m3IvqHkekmDTBF,anonymous,EN,PHY105M,56985,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,Strongly agree,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Male,,Some other race or ethnicity,Middle Eastern,,,,,,,,,,,,,,Some college but no degree,
2022-11-29 17:47:09,2022-11-29 17:47:19,IP Address,0,10,False,2022-12-06 17:47:21,R_2rAXPiWPgJdaiRV,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-06 17:43:55,2022-12-06 17:47:54,IP Address,100,238,True,2022-12-06 17:47:54,R_3j7ZcxAyKbpsGfG,anonymous,EN,PHY105M,57026,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,,Strongly disagree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,"Middle Eastern or North African,White",,,,,,,,,"Some other Middle Eastern or North African race or ethnicity
Print, for example, Algerian, Iraqi, Kurdish, etc.</spa",Turkish,,,German,,Master’s degree or above,
2022-12-06 17:45:06,2022-12-06 17:49:04,IP Address,100,238,True,2022-12-06 17:49:05,R_31pJVjnpyrqnwDA,anonymous,EN,PHY105M,57075,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Somewhat disagree,,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Guatemalan,,,,,,,Associate's or technical degree,
2022-12-06 17:49:37,2022-12-06 17:51:58,IP Address,100,140,True,2022-12-06 17:51:58,R_NXPzEVd6OhL1RPb,anonymous,EN,PHY105M,56925,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-12-06 17:59:32,2022-12-06 18:02:39,IP Address,100,187,True,2022-12-06 18:02:40,R_2ru5kc8UxP8h1ub,anonymous,EN,PHY105N,57105,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Associate's or technical degree,
2022-12-06 18:05:11,2022-12-06 18:09:38,IP Address,100,267,True,2022-12-06 18:09:39,R_2V4sEtg1hDFG4tT,anonymous,EN,PHY105M,56980,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,Strongly disagree,Strongly agree,Strongly disagree,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Female,,White,,,,,,,,,,,,,"German,Irish,Polish",,Bachelor’s degree,
2022-12-06 18:06:19,2022-12-06 18:13:35,IP Address,100,436,True,2022-12-06 18:13:35,R_1IsnUo0HIO84b5x,anonymous,EN,PHY105N,57105,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Female,,White,,,,,,,,,,,,,English,,Bachelor’s degree,
2022-12-06 18:12:45,2022-12-06 18:16:25,IP Address,100,219,True,2022-12-06 18:16:26,R_Xv5txsXtN2VvODL,anonymous,EN,PHY105M,56890,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Somewhat agree,Somewhat disagree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Agree,Strongly disagree,Female,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,Irish,,Master’s degree or above,
2022-12-06 17:42:24,2022-12-06 18:25:58,IP Address,100,2614,True,2022-12-06 18:25:59,R_p9RYHR7uwHCCmXf,anonymous,EN,PHY105M,56920,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat agree,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Somewhat disagree,Female,,White,,,,,,,,,,,,,"Irish,English",,Bachelor’s degree,
2022-12-06 18:22:33,2022-12-06 18:33:19,IP Address,100,645,True,2022-12-06 18:33:19,R_3n8EiqQIFVFx3KG,anonymous,EN,PHY105M,57022,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Neither agree nor disagree,,Strongly disagree,Strongly agree,,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Asian,,,Vietnamese,,,,,,,,,,,,High school,
2022-12-06 18:35:51,2022-12-06 18:38:48,IP Address,100,177,True,2022-12-06 18:38:49,R_3oZ9D8eg4oFvUoR,anonymous,EN,PHY105N,57125,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,,Strongly agree,Strongly disagree,,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Asian,,,Vietnamese,,,,,,,,,,,,High school,
2022-12-06 18:35:09,2022-12-06 18:43:33,IP Address,100,503,True,2022-12-06 18:43:33,R_2Yzv8W568KSwgRH,anonymous,EN,PHY105M,56895,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Strongly disagree,Strongly agree,Strongly agree,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Disagree,Female,,"Asian,Hispanic, Latino, or Spanish,White",,,Chinese,,,,"Mexican or Mexican American,Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",,,,,,"Irish,English",,Master’s degree or above,
2022-12-06 18:50:05,2022-12-06 18:53:47,IP Address,100,221,True,2022-12-06 18:53:47,R_2EH37bFdwaMMviM,anonymous,EN,PHY105M,56965,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,Polish,,Master’s degree or above,
2022-12-06 19:13:51,2022-12-06 19:18:34,IP Address,100,283,True,2022-12-06 19:18:34,R_1eKm7vzQGXJo2yi,anonymous,EN,PHY105M,56835,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,,Strongly agree,Somewhat disagree,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Asian,,,Filipino,,,,,,,,,,,,Bachelor’s degree,
2022-12-06 19:16:21,2022-12-06 19:20:36,IP Address,100,254,True,2022-12-06 19:20:36,R_2EgHJcuZhjl4paS,anonymous,EN,PHY105M,56870,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,,Strongly disagree,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Somewhat disagree,"Female,Other (please specify):",Bigender,White,,,,,,,,,,,,,"German,Irish,English,French",,Master’s degree or above,
2022-12-06 19:23:09,2022-12-06 19:27:36,IP Address,100,267,True,2022-12-06 19:27:37,R_1LpPw0TmTS9XVZY,anonymous,EN,PHY105N,57105,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,,Strongly agree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Scandinavian,Bachelor’s degree,
